Pn	Ps	Dn	Ds	skipped_codons	NI	alpha	pvalue	file
3	2	176	136	62	1.159090909090909	-0.15909090909090895	1.0	6857at7088.fasta
8	27	2070	1444	547	0.2066917158704598	0.7933082841295402	1.9558027405111e-05	105at7088.fasta
0	0	179	88	531				4242at7088.fasta
0	0	138	118	54				6330at7088.fasta
0	0	133	153	8				5599at7088.fasta
0	1	90	61	30	0.0	1.0		13859at7088.fasta
4	1	38	162	48	17.05263157894737	-16.05263157894737	0.006647820484267553	6302at7088.fasta
0	5	159	187	77	0.0	1.0		4891at7088.fasta
0	1	60	216	13	0.0	1.0		3779at7088.fasta
0	0	89	161	85				4681at7088.fasta
2	8	278	232	194	0.20863309352517986	0.7913669064748201	0.04987517330579964	1637at7088.fasta
0	0	98	183	57				8898at7088.fasta
0	0	103	175	247				1882at7088.fasta
4	12	444	296	917	0.2222222222222222	0.7777777777777778	0.007968424368327492	1318at7088.fasta
1	0	124	113	109				6646at7088.fasta
0	1	66	77	16	0.0	1.0		11563at7088.fasta
1	10	98	179	7	0.18265306122448982	0.8173469387755101	0.10452394659933925	5975at7088.fasta
0	6	70	200	3	0.0	1.0		4810at7088.fasta
0	0	84	163	6				7627at7088.fasta
6	1	100	141	6	8.459999999999999	-7.459999999999999	0.0442770618912232	7048at7088.fasta
1	6	118	147	51	0.20762711864406777	0.7923728813559322	0.1407407320842162	7894at7088.fasta
5	15	269	264	3	0.32713754646840143	0.6728624535315986	0.0379769386887668	1601at7088.fasta
0	0	55	74	6				11548at7088.fasta
1	5	51	41	3	0.1607843137254902	0.8392156862745098	0.09595552174239416	14740at7088.fasta
0	9	78	125	4	0.0	1.0		8984at7088.fasta
0	1	72	97	23	0.0	1.0		7357at7088.fasta
4	9	163	187	408	0.5098841172460804	0.4901158827539196	0.3964956804384412	7550at7088.fasta
0	2	35	149	3	0.0	1.0		6099at7088.fasta
0	0	280	505	464				994at7088.fasta
8	5	353	180	90	0.8158640226628896	0.1841359773371104	0.7699901459781444	4837at7088.fasta
0	0	84	165	60				9472at7088.fasta
0	0	113	91	23				10255at7088.fasta
3	0	511	250	360				2435at7088.fasta
0	0	15	78	6				13004at7088.fasta
0	0	568	242	276				2935at7088.fasta
0	1	30	128	0	0.0	1.0		10916at7088.fasta
1	2	90	150	69	0.8333333333333334	0.16666666666666663	1.0	8081at7088.fasta
2	2	102	146	13	1.4313725490196079	-0.43137254901960786	1.0	6893at7088.fasta
31	29	2104	1642	462	0.834240199291989	0.165759800708011	0.5136461738716687	18at7088.fasta
1	1	369	249	34	0.6747967479674797	0.3252032520325203	1.0	2338at7088.fasta
0	0	46	88	14				13782at7088.fasta
2	3	932	656	554	0.469241773962804	0.530758226037196	0.4101346529799189	342at7088.fasta
0	1	85	160	65	0.0	1.0		8582at7088.fasta
4	2	127	97	27	1.5275590551181102	-0.5275590551181102	0.7017006007897968	8767at7088.fasta
3	1	396	582	874	4.409090909090909	-3.409090909090909	0.309791260282685	123at7088.fasta
0	0	64	111	24				9631at7088.fasta
1	0	149	75	313				9759at7088.fasta
1	5	107	200	63	0.37383177570093457	0.6261682242990654	0.6682583367712912	4298at7088.fasta
0	0	37	78	24				11256at7088.fasta
1	9	261	233	44	0.09919114516815666	0.9008088548318434	0.008552395149301659	2615at7088.fasta
0	0	88	59	9				12429at7088.fasta
0	0	182	205	9				3526at7088.fasta
1	1	135	107	17	0.7925925925925926	0.20740740740740737	1.0	8013at7088.fasta
2	0	387	350	94				2126at7088.fasta
2	1	285	161	169	1.1298245614035087	-0.12982456140350873	1.0	6906at7088.fasta
0	3	103	219	462	0.0	1.0		2139at7088.fasta
8	4	15	101	3	13.466666666666667	-12.466666666666667	0.00010551248632440604	10347at7088.fasta
0	0	79	128	12				10827at7088.fasta
0	0	83	103	38				12036at7088.fasta
3	0	175	145	116				14592at7088.fasta
1	9	253	759	316	0.3333333333333333	0.6666666666666667	0.4657977369808449	248at7088.fasta
0	3	69	181	34	0.0	1.0		9047at7088.fasta
0	4	79	65	152	0.0	1.0		9918at7088.fasta
0	1	90	143	17	0.0	1.0		7952at7088.fasta
1	1	121	251	84	2.074380165289256	-1.0743801652892562	0.5465871457040042	3218at7088.fasta
0	2	38	131	0	0.0	1.0		8628at7088.fasta
0	0	173	98	75				9211at7088.fasta
1	9	171	190	113	0.12345679012345678	0.8765432098765432	0.023044175052124558	3110at7088.fasta
1	6	27	121	6	0.7469135802469136	0.25308641975308643	1.0	10171at7088.fasta
2	1	201	175	99	1.7412935323383085	-0.7412935323383085	1.0	8177at7088.fasta
1	5	101	121	97	0.23960396039603962	0.7603960396039604	0.2282580669463926	6241at7088.fasta
1	8	95	106	36	0.1394736842105263	0.8605263157894737	0.041164056507424655	9131at7088.fasta
0	1	778	357	673	0.0	1.0		1212at7088.fasta
2	5	53	96	2	0.7245283018867924	0.2754716981132076	1.0	8842at7088.fasta
0	0	140	155	19				6477at7088.fasta
1	15	185	193	74	0.06954954954954955	0.9304504504504505	0.0005375420728399872	4880at7088.fasta
1	0	51	130	3				10738at7088.fasta
0	1	91	123	8	0.0	1.0		9419at7088.fasta
1	0	126	265	14				3066at7088.fasta
1	11	190	298	16	0.14258373205741628	0.8574162679425837	0.03488307006892831	2329at7088.fasta
0	0	160	173	378				1900at7088.fasta
9	24	262	743	238	1.0634541984732824	-0.06345419847328237	0.8422739753251836	338at7088.fasta
1	1	26	33	3	1.2692307692307694	-0.2692307692307694	1.0	15464at7088.fasta
0	1	29	31	5	0.0	1.0		16112at7088.fasta
1	13	302	267	15	0.06800815078960774	0.9319918492103922	0.0005839992265555229	1223at7088.fasta
8	2	156	406	142	10.41025641025641	-9.41025641025641	0.0010330076597785196	1362at7088.fasta
3	2	116	79	82	1.021551724137931	-0.02155172413793105	1.0	7670at7088.fasta
2	1	351	176	530	1.002849002849003	-0.002849002849002913	1.0	5114at7088.fasta
0	2	146	128	152	0.0	1.0		10960at7088.fasta
2	3	113	219	7	1.2920353982300883	-0.2920353982300883	1.0	4789at7088.fasta
1	0	97	148	5				8620at7088.fasta
0	0	118	171	67				6143at7088.fasta
0	3	65	162	51	0.0	1.0		6109at7088.fasta
2	15	280	347	68	0.1652380952380952	0.8347619047619048	0.006119838779653375	1958at7088.fasta
1	1	315	256	283	0.8126984126984127	0.1873015873015873	1.0	1738at7088.fasta
0	0	18	139	0				9867at7088.fasta
1	1	99	173	16	1.7474747474747474	-0.7474747474747474	1.0	6085at7088.fasta
0	1	480	329	578	0.0	1.0		5250at7088.fasta
9	3	123	108	1	2.6341463414634148	-1.6341463414634148	0.23366768584053416	7668at7088.fasta
0	0	144	104	38				9436at7088.fasta
0	0	86	45	25				13941at7088.fasta
0	1	73	80	4	0.0	1.0		11258at7088.fasta
0	0	143	119	194				9374at7088.fasta
0	0	96	155	198				13596at7088.fasta
0	0	91	69	7				11967at7088.fasta
0	0	158	135	9				8236at7088.fasta
0	0	119	175	85				6571at7088.fasta
2	7	151	166	85	0.3140964995269631	0.6859035004730369	0.18108901298864516	4989at7088.fasta
7	14	34	132	0	1.9411764705882353	-0.9411764705882353	0.25971883121010086	9198at7088.fasta
2	2	194	78	12	0.4020618556701031	0.5979381443298969	0.5820855332121597	8217at7088.fasta
2	1	120	144	616	2.4	-1.4	0.5939562707914581	5004at7088.fasta
9	13	347	284	20	0.5666149412547107	0.4333850587452893	0.2002052172297718	1392at7088.fasta
7	7	405	380	326	0.9382716049382716	0.06172839506172845	1.0	1108at7088.fasta
0	0	83	82	36				9503at7088.fasta
0	3	187	237	43	0.0	1.0		3114at7088.fasta
0	0	556	289	435				1372at7088.fasta
0	1	75	56	227	0.0	1.0		10480at7088.fasta
0	1	131	99	52	0.0	1.0		7058at7088.fasta
0	2	92	122	9	0.0	1.0		7933at7088.fasta
0	0	72	64	36				14138at7088.fasta
0	0	95	187	14				8384at7088.fasta
5	3	164	262	531	2.66260162601626	-1.6626016260162602	0.27116435687148127	818at7088.fasta
1	4	101	148	55	0.36633663366336633	0.6336633663366337	0.6509683333030137	7561at7088.fasta
0	0	13	56	2				14139at7088.fasta
0	0	6	58	1				13943at7088.fasta
0	0	140	113	25				7723at7088.fasta
0	1	73	105	14	0.0	1.0		10707at7088.fasta
0	0	228	274	209				1592at7088.fasta
0	1	373	535	163	0.0	1.0		1152at7088.fasta
0	0	41	144	0				6616at7088.fasta
0	10	68	313	16	0.0	1.0		1931at7088.fasta
0	4	165	178	17	0.0	1.0		3025at7088.fasta
0	9	87	219	14	0.0	1.0		6655at7088.fasta
0	0	209	235	1314				628at7088.fasta
0	10	159	225	66	0.0	1.0		2930at7088.fasta
2	3	226	305	76	0.8997050147492625	0.10029498525073755	1.0	1451at7088.fasta
0	0	228	336	47				2261at7088.fasta
1	2	190	223	18	0.5868421052631578	0.41315789473684217	1.0	3442at7088.fasta
0	5	194	500	28	0.0	1.0		897at7088.fasta
0	0	64	48	1				13020at7088.fasta
1	0	63	103	21				9904at7088.fasta
1	4	94	238	18	0.6329787234042553	0.3670212765957447	1.0	3071at7088.fasta
5	3	132	116	25	1.4646464646464648	-0.46464646464646475	0.7277794541416782	8477at7088.fasta
97	16	211	504	149	14.481042654028435	-13.481042654028435	1.5092506902443324e-30	1735at7088.fasta
0	0	71	80	19				10374at7088.fasta
0	0	163	81	17				12731at7088.fasta
10	13	452	215	177	0.36589516678012257	0.6341048332198774	0.022297305277865897	4795at7088.fasta
0	0	35	69	32				11437at7088.fasta
3	4	192	613	958	2.39453125	-1.39453125	0.3677680276987973	160at7088.fasta
0	5	140	190	99	0.0	1.0		6433at7088.fasta
2	5	764	590	412	0.3089005235602094	0.6910994764397906	0.25071407774312293	207at7088.fasta
1	1	182	158	42	0.8681318681318682	0.13186813186813184	1.0	5723at7088.fasta
0	0	53	59	351				5606at7088.fasta
1	0	57	190	119				15779at7088.fasta
0	2	100	168	2	0.0	1.0		6156at7088.fasta
5	4	58	119	46	2.564655172413793	-1.5646551724137931	0.16939480073279695	7324at7088.fasta
18	11	58	120	39	3.3855799373040756	-2.3855799373040756	0.0033283820638736043	10292at7088.fasta
2	1	388	505	74	2.6030927835051547	-1.6030927835051547	0.582977782851358	417at7088.fasta
0	0	21	100	28				10666at7088.fasta
1	0	77	165	28				9535at7088.fasta
0	0	243	233	275				1745at7088.fasta
0	0	30	65	0				11956at7088.fasta
0	0	83	45	18				11812at7088.fasta
0	0	39	137	3				9730at7088.fasta
0	0	30	101	2				10096at7088.fasta
1	1	163	49	23	0.3006134969325153	0.6993865030674846	0.4135404326269141	15003at7088.fasta
32	9	249	466	206	6.654172244533689	-5.654172244533689	5.170339996578857e-08	1307at7088.fasta
1	2	58	40	23	0.3448275862068966	0.6551724137931034	0.5687848784878489	13501at7088.fasta
1	0	96	42	19				14783at7088.fasta
0	2	58	259	37	0.0	1.0		2891at7088.fasta
0	1	61	155	2	0.0	1.0		6374at7088.fasta
6	13	280	343	220	0.5653846153846154	0.4346153846153846	0.3492624736462854	1551at7088.fasta
3	3	262	165	167	0.6297709923664122	0.3702290076335878	0.6812828579393045	9127at7088.fasta
0	0	56	65	142				9409at7088.fasta
3	6	269	299	125	0.5557620817843867	0.4442379182156133	0.510888211490484	2548at7088.fasta
2	2	64	63	110	0.984375	0.015625	1.0	14094at7088.fasta
1	1	200	176	136	0.8799999999999999	0.1200000000000001	1.0	10692at7088.fasta
0	0	42	125	3				8394at7088.fasta
1	0	596	521	249				408at7088.fasta
0	0	174	121	41				7204at7088.fasta
7	2	30	25	141	2.916666666666667	-1.916666666666667	0.2817219114801044	14194at7088.fasta
0	1	19	50	15	0.0	1.0		14456at7088.fasta
1	4	267	494	514	0.4625468164794007	0.5374531835205993	0.6625181736439719	259at7088.fasta
0	1	279	358	62	0.0	1.0		1347at7088.fasta
0	0	39	83	30				10316at7088.fasta
0	0	7	107	9				12223at7088.fasta
0	7	91	196	3	0.0	1.0		5891at7088.fasta
0	0	145	78	19				11059at7088.fasta
11	18	639	529	434	0.5059120153016867	0.4940879846983133	0.08922267650214019	1731at7088.fasta
11	13	239	289	199	1.0231734792404248	-0.023173479240424788	1.0	1608at7088.fasta
0	0	71	72	23				13347at7088.fasta
4	33	422	621	164	0.17837139164153382	0.8216286083584662	0.00012740098650934178	938at7088.fasta
2	7	85	177	1	0.5949579831932773	0.4050420168067227	0.7230242474972075	6645at7088.fasta
3	7	234	273	266	0.5	0.5	0.35610737207029525	4243at7088.fasta
0	0	35	58	8				14167at7088.fasta
2	13	182	579	14	0.48943364327979716	0.5105663567202028	0.5405105754865276	437at7088.fasta
0	0	168	253	32				4198at7088.fasta
1	3	113	183	15	0.5398230088495575	0.4601769911504425	1.0	7097at7088.fasta
0	0	290	179	410				1136at7088.fasta
8	2	252	282	293	4.476190476190476	-3.4761904761904763	0.05397742109607132	3372at7088.fasta
0	0	209	304	248				1167at7088.fasta
0	0	59	71	5				11699at7088.fasta
0	0	236	149	189				6744at7088.fasta
0	1	91	116	3	0.0	1.0		8849at7088.fasta
1	5	149	213	24	0.2859060402684564	0.7140939597315437	0.40749588818627663	3825at7088.fasta
3	0	506	573	565				281at7088.fasta
0	0	162	190	32				5885at7088.fasta
8	11	123	156	41	0.9223946784922396	0.07760532150776045	1.0	5844at7088.fasta
0	0	84	140	72				7815at7088.fasta
0	0	123	80	23				9981at7088.fasta
0	0	60	58	16				14009at7088.fasta
0	1	8	32	0	0.0	1.0		15737at7088.fasta
7	22	1257	1866	455	0.4723367324799305	0.5276632675200694	0.08802524987352343	43at7088.fasta
1	2	123	98	30	0.3983739837398374	0.6016260162601625	0.5873876759526984	8553at7088.fasta
2	16	234	183	31	0.09775641025641026	0.9022435897435898	0.0001511826633394427	2746at7088.fasta
0	0	8	64	0				13829at7088.fasta
23	0	76	161	56				5355at7088.fasta
0	0	71	63	102				8521at7088.fasta
0	2	42	28	11	0.0	1.0		14944at7088.fasta
0	0	116	45	46				9316at7088.fasta
0	0	90	49	102				11302at7088.fasta
2	0	474	497	348				315at7088.fasta
0	3	60	33	3	0.0	1.0		14449at7088.fasta
0	0	167	183	256				2409at7088.fasta
0	0	39	109	5				10536at7088.fasta
1	1	104	398	375	3.8269230769230766	-2.8269230769230766	0.37359178263750825	1432at7088.fasta
1	0	106	109	2				8777at7088.fasta
1	1	283	197	114	0.6961130742049471	0.30388692579505294	1.0	7918at7088.fasta
4	3	308	274	168	1.1861471861471862	-0.18614718614718617	1.0	2313at7088.fasta
0	0	69	106	5				11575at7088.fasta
0	0	145	111	24				7857at7088.fasta
0	6	214	446	177	0.0	1.0		826at7088.fasta
0	3	26	64	1	0.0	1.0		14372at7088.fasta
0	4	71	148	3	0.0	1.0		5820at7088.fasta
0	0	59	72	45				12093at7088.fasta
1	1	46	69	7	1.5	-0.5	1.0	13305at7088.fasta
0	2	232	452	131	0.0	1.0		690at7088.fasta
0	0	50	81	3				11288at7088.fasta
0	0	125	261	43				2440at7088.fasta
2	3	136	125	95	0.6127450980392156	0.3872549019607844	0.6740404006793511	6598at7088.fasta
0	0	36	124	60				9224at7088.fasta
3	2	162	236	24	2.1851851851851856	-1.1851851851851856	0.40366363932630395	4173at7088.fasta
0	0	323	179	60				2459at7088.fasta
1	1	200	220	63	1.1	-0.10000000000000009	1.0	4688at7088.fasta
0	7	100	211	7	0.0	1.0		4110at7088.fasta
0	0	100	59	9				14327at7088.fasta
0	0	65	163	38				11571at7088.fasta
0	2	74	99	2	0.0	1.0		9511at7088.fasta
7	8	204	173	46	0.7420343137254901	0.2579656862745099	0.6064588387680339	5313at7088.fasta
0	0	66	40	11				15552at7088.fasta
5	1	159	172	21	5.4088050314465415	-4.4088050314465415	0.11286676689766492	7506at7088.fasta
4	11	177	168	34	0.34514637904468415	0.6548536209553159	0.06960766575439858	5256at7088.fasta
0	0	203	240	317				1437at7088.fasta
1	7	186	188	300	0.1443932411674347	0.8556067588325653	0.06793047534428398	4165at7088.fasta
0	0	96	90	5				10542at7088.fasta
4	3	175	360	444	2.742857142857143	-1.7428571428571429	0.22645869371420124	1956at7088.fasta
0	2	72	102	48	0.0	1.0		10513at7088.fasta
0	0	37	49	14				14101at7088.fasta
0	0	54	142	11				9169at7088.fasta
0	5	51	178	123	0.0	1.0		6033at7088.fasta
6	11	185	195	25	0.5749385749385749	0.4250614250614251	0.32776734736809376	5203at7088.fasta
0	0	258	186	71				2137at7088.fasta
3	0	495	318	18				1598at7088.fasta
1	1	271	225	12	0.8302583025830258	0.1697416974169742	1.0	2917at7088.fasta
0	0	76	105	10				10318at7088.fasta
2	1	139	166	253	2.3884892086330938	-1.3884892086330938	0.5947207132779082	3197at7088.fasta
3	3	132	133	59	1.0075757575757576	-0.007575757575757569	1.0	6900at7088.fasta
3	12	311	569	53	0.45739549839228294	0.542604501607717	0.2814708613277326	1595at7088.fasta
0	0	167	54	11				11365at7088.fasta
0	0	97	104	8				10174at7088.fasta
13	19	101	411	30	2.784262636789995	-1.784262636789995	0.011522460013013741	1468at7088.fasta
0	0	156	104	52				8638at7088.fasta
0	0	151	186	77				1607at7088.fasta
0	3	65	86	46	0.0	1.0		11338at7088.fasta
0	3	188	391	94	0.0	1.0		2073at7088.fasta
0	7	42	146	9	0.0	1.0		8356at7088.fasta
0	1	15	110	1	0.0	1.0		11215at7088.fasta
0	0	102	194	3				4811at7088.fasta
0	6	40	199	51	0.0	1.0		6181at7088.fasta
0	1	202	164	25	0.0	1.0		13478at7088.fasta
0	3	28	51	2	0.0	1.0		15016at7088.fasta
0	0	191	105	331				4492at7088.fasta
1	2	87	154	68	0.8850574712643677	0.11494252873563227	1.0	6101at7088.fasta
0	0	98	95	18				10024at7088.fasta
0	0	66	221	128				3424at7088.fasta
0	0	64	88	4				10335at7088.fasta
1	4	165	269	91	0.4075757575757576	0.5924242424242424	0.6541426096037175	4025at7088.fasta
0	0	113	133	14				7416at7088.fasta
1	3	145	145	128	0.3333333333333333	0.6666666666666667	0.6224622638190072	4235at7088.fasta
0	0	58	78	2				12505at7088.fasta
5	8	236	337	209	0.892478813559322	0.10752118644067798	1.0	2371at7088.fasta
3	8	153	176	135	0.43137254901960786	0.5686274509803921	0.23661828010283503	8886at7088.fasta
1	1	137	128	9	0.9343065693430657	0.06569343065693434	1.0	7501at7088.fasta
0	0	55	436	2				1259at7088.fasta
0	0	9	65	24				13213at7088.fasta
0	0	133	117	95				10068at7088.fasta
0	1	244	201	312	0.0	1.0		2864at7088.fasta
1	2	137	187	150	0.6824817518248175	0.3175182481751825	1.0	9125at7088.fasta
0	0	25	31	8				16115at7088.fasta
1	0	270	168	98				4969at7088.fasta
21	26	992	933	186	0.7596541563275435	0.24034584367245648	0.3782207375210388	51at7088.fasta
6	17	198	232	75	0.41354723707664887	0.5864527629233511	0.08384131717431337	5026at7088.fasta
0	0	40	93	3				12023at7088.fasta
0	5	119	251	108	0.0	1.0		3829at7088.fasta
0	0	38	32	17				14940at7088.fasta
1	1	196	322	13	1.6428571428571428	-0.6428571428571428	1.0	2051at7088.fasta
7	14	99	230	447	1.1616161616161615	-0.16161616161616155	0.8075441899424849	1350at7088.fasta
0	0	183	80	131				6207at7088.fasta
0	0	85	145	54				9099at7088.fasta
0	0	276	224	1102				901at7088.fasta
38	22	36	39	0	1.871212121212121	-0.8712121212121211	0.08423613540768794	14313at7088.fasta
0	1	84	207	27	0.0	1.0		5671at7088.fasta
14	10	787	344	98	0.6119440914866582	0.3880559085133418	0.26446701967903063	1197at7088.fasta
0	1	64	64	3	0.0	1.0		12364at7088.fasta
3	17	221	187	284	0.1493212669683258	0.8506787330316742	0.0008200460526814482	2456at7088.fasta
24	28	885	450	290	0.4358353510895884	0.5641646489104116	0.004267004114025036	2072at7088.fasta
2	5	164	108	381	0.2634146341463415	0.7365853658536585	0.12340142095540955	3726at7088.fasta
35	18	243	184	42	1.472336534064929	-0.47233653406492904	0.23880643461120526	4481at7088.fasta
0	0	22	64	69				12562at7088.fasta
0	0	172	190	163				6300at7088.fasta
5	7	274	404	100	1.0531803962460897	-0.05318039624608972	1.0	1236at7088.fasta
3	5	148	145	101	0.5878378378378378	0.41216216216216217	0.5011722523676048	8240at7088.fasta
1	8	175	128	51	0.09142857142857143	0.9085714285714286	0.0117929934441002	5979at7088.fasta
0	0	81	55	74				13119at7088.fasta
2	0	888	527	702				133at7088.fasta
1	3	74	104	26	0.4684684684684684	0.5315315315315317	0.6441570405272988	9053at7088.fasta
3	4	240	180	6	0.5625	0.4375	0.4704862346339377	4131at7088.fasta
1	0	57	76	33				11089at7088.fasta
0	1	688	437	388	0.0	1.0		1742at7088.fasta
2	5	105	99	149	0.37714285714285717	0.6228571428571428	0.275115551691268	7406at7088.fasta
5	5	188	168	40	0.8936170212765957	0.1063829787234043	1.0	4893at7088.fasta
0	5	103	110	64	0.0	1.0		11977at7088.fasta
4	10	324	239	413	0.29506172839506173	0.7049382716049383	0.051971503931292004	1783at7088.fasta
2	3	25	97	64	2.586666666666667	-1.586666666666667	0.28741954069273995	9985at7088.fasta
2	10	111	137	9	0.24684684684684685	0.7531531531531531	0.07359876870945828	6862at7088.fasta
0	0	133	158	18				5406at7088.fasta
0	0	109	116	19				7471at7088.fasta
0	0	153	79	26				12148at7088.fasta
0	1	136	239	159	0.0	1.0		5342at7088.fasta
1	4	91	167	40	0.4587912087912088	0.5412087912087912	0.660382315343547	6381at7088.fasta
0	0	75	204	6				5009at7088.fasta
5	25	234	511	29	0.4367521367521368	0.5632478632478632	0.10659154176155947	875at7088.fasta
0	5	148	165	64	0.0	1.0		3780at7088.fasta
1	0	335	178	13				5623at7088.fasta
0	0	68	54	18				14278at7088.fasta
10	22	165	469	69	1.2920110192837466	-0.2920110192837466	0.5380867351608236	1218at7088.fasta
1	4	92	200	7	0.5434782608695652	0.4565217391304348	1.0	4041at7088.fasta
1	0	193	496	19				927at7088.fasta
0	4	63	68	29	0.0	1.0		12363at7088.fasta
0	0	83	91	0				12120at7088.fasta
2	1	500	319	64	1.276	-0.276	1.0	1564at7088.fasta
0	0	32	117	0				10966at7088.fasta
0	0	83	74	50				10635at7088.fasta
2	0	141	211	15				4420at7088.fasta
0	0	136	147	13				5130at7088.fasta
0	12	194	275	17	0.0	1.0		3241at7088.fasta
0	0	39	43	1				14598at7088.fasta
1	0	310	172	160				2325at7088.fasta
0	2	33	116	134	0.0	1.0		6437at7088.fasta
0	0	122	86	61				10952at7088.fasta
3	7	91	605	64	2.8492935635792773	-1.8492935635792773	0.13671499976919957	383at7088.fasta
0	0	458	208	46				3079at7088.fasta
0	0	160	117	138				6657at7088.fasta
14	1	78	78	167	14.0	-13.0	0.0009295034238804281	10285at7088.fasta
5	2	450	336	112	1.8666666666666667	-0.8666666666666667	0.7049620291570817	2978at7088.fasta
6	2	124	169	19	4.088709677419355	-3.088709677419355	0.08000141174309344	7024at7088.fasta
1	1	181	156	2	0.8618784530386739	0.13812154696132606	1.0	4932at7088.fasta
2	4	85	110	25	0.6470588235294118	0.3529411764705882	0.6999446839951736	9784at7088.fasta
0	0	107	67	7				11581at7088.fasta
2	7	410	377	293	0.2627177700348432	0.7372822299651568	0.09698213023835467	1168at7088.fasta
2	3	292	663	231	1.5136986301369864	-0.5136986301369864	0.6448027148986972	461at7088.fasta
1	18	659	428	568	0.0360816051256112	0.9639183948743888	7.693168396434585e-07	258at7088.fasta
3	7	109	225	199	0.8846657929226736	0.11533420707732644	1.0	2483at7088.fasta
0	0	58	94	2				10796at7088.fasta
0	0	29	76	75				8098at7088.fasta
0	3	16	74	4	0.0	1.0		15508at7088.fasta
2	2	75	157	26	2.0933333333333333	-1.0933333333333333	0.5982527279373477	8974at7088.fasta
0	0	52	213	5				4322at7088.fasta
0	1	235	157	186	0.0	1.0		5091at7088.fasta
0	4	127	171	91	0.0	1.0		11269at7088.fasta
0	5	38	131	36	0.0	1.0		7738at7088.fasta
0	0	106	111	13				9272at7088.fasta
26	21	176	85	35	0.5979437229437229	0.4020562770562771	0.1329531258493031	10025at7088.fasta
0	0	53	60	8				13053at7088.fasta
2	0	262	232	106				1990at7088.fasta
1	10	88	323	1	0.36704545454545456	0.6329545454545454	0.4709056833656225	2030at7088.fasta
0	0	257	77	50				13250at7088.fasta
0	0	275	242	122				2552at7088.fasta
1	1	45	208	2	4.622222222222222	-3.622222222222222	0.3288250733364212	4263at7088.fasta
0	1	131	225	43	0.0	1.0		4130at7088.fasta
0	7	110	212	18	0.0	1.0		4457at7088.fasta
0	1	58	280	12	0.0	1.0		2913at7088.fasta
2	6	248	249	184	0.3346774193548387	0.6653225806451613	0.2853320660383759	5759at7088.fasta
1	3	118	151	18	0.42655367231638414	0.5734463276836159	0.6346343078815404	7478at7088.fasta
7	14	624	485	126	0.3886217948717948	0.6113782051282052	0.04516119896971588	1490at7088.fasta
3	1	53	112	63	6.339622641509434	-5.339622641509434	0.10671250355921794	9417at7088.fasta
7	2	860	440	189	1.7906976744186047	-0.7906976744186047	0.7260377226372892	883at7088.fasta
3	3	244	172	133	0.7049180327868853	0.29508196721311475	0.695563773516513	2948at7088.fasta
0	0	176	350	184				1496at7088.fasta
0	5	58	196	23	0.0	1.0		6757at7088.fasta
0	0	155	142	11				5172at7088.fasta
1	7	141	169	146	0.17122593718338397	0.828774062816616	0.07937443929179053	3975at7088.fasta
1	1	229	133	87	0.5807860262008734	0.4192139737991266	1.0	7708at7088.fasta
0	0	64	84	26				10181at7088.fasta
7	6	269	169	92	0.7329615861214375	0.26703841387856253	0.5772649878942369	8476at7088.fasta
0	1	750	406	270	0.0	1.0		1558at7088.fasta
0	0	15	103	21				12510at7088.fasta
0	1	43	205	8	0.0	1.0		6352at7088.fasta
0	3	243	172	116	0.0	1.0		2798at7088.fasta
1	6	102	323	8	0.5277777777777778	0.4722222222222222	1.0	2332at7088.fasta
22	8	152	251	382	4.541118421052632	-3.541118421052632	0.000173125585133706	1356at7088.fasta
0	4	51	136	2	0.0	1.0		9451at7088.fasta
4	18	297	415	105	0.31051253273475493	0.6894874672652451	0.028222184804792907	983at7088.fasta
0	1	172	115	337	0.0	1.0		5191at7088.fasta
0	0	87	211	18				3890at7088.fasta
0	0	90	61	21				11273at7088.fasta
0	1	66	143	48	0.0	1.0		11115at7088.fasta
1	1	193	181	42	0.9378238341968912	0.06217616580310881	1.0	4031at7088.fasta
0	1	43	94	3	0.0	1.0		10651at7088.fasta
0	2	285	165	5	0.0	1.0		3272at7088.fasta
2	3	78	63	55	0.5384615384615384	0.46153846153846156	0.6583658778366943	10460at7088.fasta
3	16	258	464	28	0.33720930232558144	0.6627906976744186	0.08907571933208182	795at7088.fasta
1	7	252	248	82	0.1405895691609977	0.8594104308390023	0.0681785702149992	4036at7088.fasta
9	5	97	175	31	3.247422680412371	-2.247422680412371	0.044601289732467006	4657at7088.fasta
3	9	77	252	72	1.0909090909090908	-0.09090909090909083	1.0	3393at7088.fasta
0	5	232	218	31	0.0	1.0		2509at7088.fasta
0	0	77	50	19				12082at7088.fasta
2	8	232	216	203	0.23275862068965514	0.7672413793103449	0.05769694433552179	6684at7088.fasta
0	0	181	96	12				8033at7088.fasta
0	5	74	140	5	0.0	1.0		7909at7088.fasta
0	0	60	69	5				11359at7088.fasta
0	0	97	137	3				7576at7088.fasta
3	3	173	532	522	3.0751445086705202	-2.0751445086705202	0.16471401027760427	345at7088.fasta
3	7	363	307	458	0.3624557260920897	0.6375442739079102	0.20008522078491475	982at7088.fasta
2	4	44	37	3	0.4204545454545454	0.5795454545454546	0.41457148264470955	15109at7088.fasta
3	2	173	76	110	0.6589595375722543	0.34104046242774566	0.644170323157899	11122at7088.fasta
0	8	107	170	22	0.0	1.0		6273at7088.fasta
0	0	51	213	13				4724at7088.fasta
0	0	523	608	44				274at7088.fasta
0	0	136	161	679				1250at7088.fasta
