Pn	Ps	Dn	Ds	skipped_codons	NI	alpha	pvalue	file
7	7	150	235	71	1.5666666666666667	-0.5666666666666667	0.4170329015237322	5738at7088.fasta
0	0	101	96	20				8652at7088.fasta
0	0	7	77	3				14928at7088.fasta
0	0	85	111	5				9962at7088.fasta
0	0	16	72	12				12021at7088.fasta
8	10	359	752	527	1.675766016713092	-0.6757660167130921	0.3123853941591225	601at7088.fasta
0	4	155	178	111	0.0	1.0		3899at7088.fasta
0	1	318	697	183	0.0	1.0		664at7088.fasta
4	3	211	147	71	0.928909952606635	0.071090047393365	1.0	8643at7088.fasta
0	0	128	190	16				4752at7088.fasta
11	6	83	350	41	7.730923694779116	-6.730923694779116	8.023048991729907e-05	1800at7088.fasta
0	1	120	148	1	0.0	1.0		7159at7088.fasta
4	38	542	1255	60	0.2437366478927947	0.7562633521072053	0.003100709018752735	57at7088.fasta
0	1	26	157	10	0.0	1.0		5643at7088.fasta
0	1	52	212	38	0.0	1.0		6007at7088.fasta
2	1	294	232	188	1.578231292517007	-0.578231292517007	1.0	7354at7088.fasta
0	0	106	190	9				5933at7088.fasta
0	5	389	482	80	0.0	1.0		761at7088.fasta
3	4	72	65	8	0.6770833333333333	0.32291666666666674	0.7101179784894965	13395at7088.fasta
4	6	271	294	34	0.7232472324723247	0.2767527675276753	0.7541104552265574	2529at7088.fasta
3	1	201	115	14	1.7164179104477613	-0.7164179104477613	1.0	9458at7088.fasta
1	3	86	97	11	0.375968992248062	0.624031007751938	0.6246295796662928	8710at7088.fasta
22	28	236	533	57	1.7745157384987893	-0.7745157384987893	0.059043426027080015	1150at7088.fasta
6	4	95	274	69	4.326315789473684	-3.326315789473684	0.025281334169068366	2614at7088.fasta
3	8	277	304	63	0.4115523465703971	0.5884476534296029	0.22977830447138622	1503at7088.fasta
0	2	277	267	84	0.0	1.0		3057at7088.fasta
1	6	149	118	41	0.1319910514541387	0.8680089485458613	0.0488011466202267	6079at7088.fasta
1	1	125	202	31	1.616	-0.6160000000000001	1.0	6091at7088.fasta
0	0	72	194	84				8637at7088.fasta
1	7	80	289	49	0.5160714285714285	0.4839285714285715	1.0	10348at7088.fasta
0	2	290	177	38	0.0	1.0		6208at7088.fasta
3	6	223	263	43	0.5896860986547084	0.41031390134529155	0.5187797076564911	1723at7088.fasta
12	2	151	473	14	18.794701986754966	-17.794701986754966	3.1171788713301367e-06	802at7088.fasta
0	1	134	269	310	0.0	1.0		4189at7088.fasta
3	5	102	101	11	0.5941176470588235	0.40588235294117647	0.7212654284375469	9254at7088.fasta
0	1	50	224	143	0.0	1.0		3016at7088.fasta
0	0	1	52	106				11657at7088.fasta
0	3	56	151	1	0.0	1.0		7705at7088.fasta
1	10	60	204	52	0.34	0.6599999999999999	0.4652142894529615	6180at7088.fasta
0	0	124	54	19				11161at7088.fasta
13	0	21	45	53				15126at7088.fasta
0	4	59	166	11	0.0	1.0		9881at7088.fasta
1	5	202	196	280	0.1940594059405941	0.8059405940594059	0.12084048074928261	3774at7088.fasta
14	7	30	72	99	4.8	-3.8	0.0021505023037241343	9731at7088.fasta
0	0	47	199	148				4487at7088.fasta
0	1	87	104	13	0.0	1.0		8988at7088.fasta
2	4	802	665	90	0.41458852867830426	0.5854114713216958	0.41973851950102414	363at7088.fasta
3	10	217	129	285	0.17834101382488476	0.8216589861751152	0.006670909320668549	3278at7088.fasta
0	0	50	60	19				10583at7088.fasta
1	1	20	220	90	11.0	-10.0	0.16635231987929083	6051at7088.fasta
0	0	198	368	7				1291at7088.fasta
0	0	66	121	78				6846at7088.fasta
2	4	175	217	67	0.62	0.38	0.6966399304100708	4451at7088.fasta
6	16	136	489	58	1.348345588235294	-0.34834558823529393	0.5992973157726411	1436at7088.fasta
2	0	139	148	57				9282at7088.fasta
0	2	149	334	99	0.0	1.0		4610at7088.fasta
0	0	44	150	20				9791at7088.fasta
3	1	94	118	6	3.765957446808511	-2.765957446808511	0.32823772065608653	9960at7088.fasta
0	0	46	42	58				14406at7088.fasta
6	4	118	110	11	1.3983050847457628	-0.39830508474576276	0.7508674140303805	9345at7088.fasta
0	3	46	164	4	0.0	1.0		6936at7088.fasta
0	0	207	151	75				4085at7088.fasta
0	2	75	147	48	0.0	1.0		6502at7088.fasta
0	1	98	219	49	0.0	1.0		4174at7088.fasta
1	1	61	162	30	2.6557377049180326	-1.6557377049180326	0.4760714285714286	6607at7088.fasta
2	0	454	1072	585				46at7088.fasta
0	0	411	275	48				1829at7088.fasta
0	2	50	99	36	0.0	1.0		12472at7088.fasta
0	0	72	52	7				13184at7088.fasta
1	1	34	87	1	2.5588235294117645	-1.5588235294117645	0.4898040783686526	12492at7088.fasta
1	0	174	154	15				7041at7088.fasta
0	7	480	411	359	0.0	1.0		1010at7088.fasta
0	1	202	205	70	0.0	1.0		3926at7088.fasta
0	0	115	203	23				4202at7088.fasta
0	6	48	144	2	0.0	1.0		8819at7088.fasta
0	5	16	163	0	0.0	1.0		7356at7088.fasta
8	7	221	674	2444	3.4854557207498384	-2.4854557207498384	0.029610718416570127	33at7088.fasta
2	3	295	308	9	0.696045197740113	0.303954802259887	1.0	1145at7088.fasta
0	0	41	99	8				11533at7088.fasta
0	0	36	182	4				7682at7088.fasta
1	1	30	87	83	2.9	-1.9	0.4547785215781227	9004at7088.fasta
4	8	95	180	40	0.9473684210526315	0.052631578947368474	1.0	6996at7088.fasta
4	7	183	171	27	0.5339578454332552	0.4660421545667448	0.3702227109897702	4802at7088.fasta
0	0	75	159	151				5858at7088.fasta
0	0	18	69	7				12830at7088.fasta
0	1	47	154	3	0.0	1.0		8818at7088.fasta
1	2	355	434	77	0.6112676056338029	0.3887323943661971	1.0	1612at7088.fasta
0	4	40	188	2	0.0	1.0		5762at7088.fasta
3	15	104	329	193	0.6326923076923078	0.3673076923076922	0.5828670827177133	1075at7088.fasta
0	0	1	54	0				14536at7088.fasta
1	1	144	150	11	1.0416666666666667	-0.04166666666666674	1.0	6745at7088.fasta
0	0	354	474	85				806at7088.fasta
0	3	124	221	16	0.0	1.0		3359at7088.fasta
8	10	392	480	75	0.979591836734694	0.020408163265306034	1.0	1519at7088.fasta
3	6	102	175	100	0.857843137254902	0.14215686274509798	1.0	5144at7088.fasta
0	0	16	67	0				13198at7088.fasta
0	0	67	70	16				11858at7088.fasta
109	38	302	523	1951	4.967497385848728	-3.967497385848728	3.617884520939387e-17	140at7088.fasta
7	0	58	229	51				5611at7088.fasta
2	3	141	214	16	1.011820330969267	-0.011820330969267046	1.0	3818at7088.fasta
0	0	22	70	2				12073at7088.fasta
0	5	40	96	265	0.0	1.0		10789at7088.fasta
4	10	91	363	49	1.595604395604396	-0.5956043956043959	0.4970015882257176	1928at7088.fasta
1	4	28	51	0	0.4553571428571428	0.5446428571428572	0.6549817154798057	15050at7088.fasta
1	2	137	197	11	0.7189781021897811	0.2810218978102189	1.0	5206at7088.fasta
1	8	68	289	25	0.53125	0.46875	1.0	3026at7088.fasta
0	3	179	80	12	0.0	1.0		11046at7088.fasta
0	0	102	84	22				13243at7088.fasta
3	5	106	85	167	0.4811320754716981	0.5188679245283019	0.4717812759332278	6066at7088.fasta
0	5	93	197	21	0.0	1.0		5648at7088.fasta
0	0	49	56	2				13586at7088.fasta
7	14	445	642	62	0.7213483146067415	0.27865168539325846	0.6548587590036491	662at7088.fasta
1	1	331	191	130	0.5770392749244713	0.42296072507552873	1.0	6401at7088.fasta
1	8	109	150	57	0.1720183486238532	0.8279816513761468	0.08643373715988417	4090at7088.fasta
0	1	96	267	28	0.0	1.0		3160at7088.fasta
0	0	17	141	0				10186at7088.fasta
0	0	124	139	4				8190at7088.fasta
9	4	45	84	4	4.2	-3.2	0.03185172031075541	12900at7088.fasta
0	0	120	168	8				6798at7088.fasta
1	6	64	285	4	0.7421875	0.2578125	1.0	4632at7088.fasta
4	0	201	379	21				1940at7088.fasta
0	0	12	67	125				11835at7088.fasta
0	0	26	77	2				14273at7088.fasta
7	7	85	92	31	1.0823529411764705	-0.08235294117647052	1.0	11990at7088.fasta
3	2	116	213	35	2.7543103448275863	-1.7543103448275863	0.35232654356122567	6857at7088.fasta
9	26	1810	1672	429	0.31976200594985127	0.6802379940501487	0.0020111470744702126	105at7088.fasta
20	2	218	170	420	7.798165137614678	-6.798165137614678	0.0012821591130518233	4242at7088.fasta
0	0	113	131	68				6330at7088.fasta
0	0	107	171	5				5599at7088.fasta
0	1	101	47	40	0.0	1.0		13859at7088.fasta
4	1	32	153	42	19.125	-18.125	0.004828474755867017	6302at7088.fasta
0	5	111	216	19	0.0	1.0		4891at7088.fasta
0	1	48	209	3	0.0	1.0		3779at7088.fasta
0	0	100	202	25				4681at7088.fasta
4	13	264	297	45	0.3461538461538462	0.6538461538461537	0.08163443383831243	1637at7088.fasta
1	0	115	178	41				8898at7088.fasta
0	0	94	182	270				1882at7088.fasta
25	23	711	551	542	0.842353085060845	0.15764691493915495	0.5576995904546078	1318at7088.fasta
1	0	143	149	19				6646at7088.fasta
0	1	42	99	4	0.0	1.0		11563at7088.fasta
1	10	123	174	7	0.14146341463414636	0.8585365853658536	0.055197175281069905	5975at7088.fasta
0	6	54	198	7	0.0	1.0		4810at7088.fasta
0	0	93	151	6				7627at7088.fasta
6	1	103	116	6	6.757281553398058	-5.757281553398058	0.058149282369944724	7048at7088.fasta
2	7	122	177	28	0.41451990632318503	0.585480093676815	0.3221519948309297	7894at7088.fasta
5	15	243	273	5	0.37448559670781895	0.6255144032921811	0.06667256525835066	1601at7088.fasta
0	0	41	92	0				11548at7088.fasta
1	5	60	37	20	0.12333333333333334	0.8766666666666667	0.03996007987842923	14740at7088.fasta
0	9	68	118	2	0.0	1.0		8984at7088.fasta
0	1	25	143	22	0.0	1.0		7357at7088.fasta
3	9	379	274	475	0.24098504837291118	0.7590149516270888	0.03510095867956751	7550at7088.fasta
0	2	25	171	3	0.0	1.0		6099at7088.fasta
0	0	247	488	484				994at7088.fasta
8	6	272	233	85	1.142156862745098	-0.14215686274509798	1.0	4837at7088.fasta
0	1	65	165	67	0.0	1.0		9472at7088.fasta
0	0	118	84	39				10255at7088.fasta
3	0	446	321	265				2435at7088.fasta
0	0	10	69	45				13004at7088.fasta
0	0	595	277	150				2935at7088.fasta
0	1	22	119	2	0.0	1.0		10916at7088.fasta
1	2	74	160	54	1.081081081081081	-0.08108108108108092	1.0	8081at7088.fasta
2	2	84	154	33	1.8333333333333335	-0.8333333333333335	0.6170924684614157	6893at7088.fasta
32	32	1875	1731	287	0.9232	0.07679999999999998	0.8012761653956102	18at7088.fasta
1	1	330	236	23	0.7151515151515151	0.2848484848484849	1.0	2338at7088.fasta
0	0	34	75	17				13782at7088.fasta
2	4	685	836	310	0.6102189781021898	0.38978102189781016	0.6962447811624636	342at7088.fasta
0	1	41	186	52	0.0	1.0		8582at7088.fasta
4	2	110	94	33	1.709090909090909	-0.709090909090909	0.6900200082359891	8767at7088.fasta
6	2	311	627	845	6.048231511254019	-5.048231511254019	0.019769239184415834	123at7088.fasta
0	0	48	100	49				9631at7088.fasta
1	0	157	72	309				9759at7088.fasta
1	5	110	210	34	0.38181818181818183	0.6181818181818182	0.6679792525330694	4298at7088.fasta
0	0	40	89	2				11256at7088.fasta
2	10	180	254	169	0.28222222222222226	0.7177777777777777	0.1342507973502679	2615at7088.fasta
0	0	71	72	37				12429at7088.fasta
0	0	122	245	4				3526at7088.fasta
1	1	121	103	20	0.8512396694214877	0.14876033057851235	1.0	8013at7088.fasta
2	0	402	305	183				2126at7088.fasta
2	1	289	220	85	1.5224913494809689	-0.5224913494809689	1.0	6906at7088.fasta
0	3	74	229	439	0.0	1.0		2139at7088.fasta
8	4	13	97	1	14.923076923076923	-13.923076923076923	6.792104704475044e-05	10347at7088.fasta
0	0	79	119	6				10827at7088.fasta
0	0	36	97	31				12036at7088.fasta
0	0	48	58	326				14592at7088.fasta
1	11	301	827	132	0.24977348233162186	0.7502265176683781	0.20022199720487838	248at7088.fasta
0	3	34	201	12	0.0	1.0		9047at7088.fasta
3	4	91	129	83	1.0631868131868132	-0.06318681318681318	1.0	9918at7088.fasta
0	1	46	167	6	0.0	1.0		7952at7088.fasta
19	7	109	295	35	7.346002621231979	-6.346002621231979	3.142869106583262e-06	3218at7088.fasta
0	1	30	108	25	0.0	1.0		8628at7088.fasta
0	0	146	130	35				9211at7088.fasta
1	9	152	205	73	0.14985380116959063	0.8501461988304093	0.05032184646898746	3110at7088.fasta
1	6	14	124	8	1.476190476190476	-0.47619047619047605	0.5423513646051341	10171at7088.fasta
2	0	146	164	155				8177at7088.fasta
3	6	125	138	44	0.5519999999999999	0.44800000000000006	0.5074583335679956	6241at7088.fasta
2	8	82	102	14	0.31097560975609756	0.6890243902439024	0.19147368347478866	9131at7088.fasta
0	0	793	432	1166				1212at7088.fasta
2	5	40	116	4	1.16	-0.15999999999999992	1.0	8842at7088.fasta
0	0	133	145	19				6477at7088.fasta
3	14	173	229	86	0.28364987613542525	0.7163501238645748	0.044684525617814067	4880at7088.fasta
1	0	38	128	9				10738at7088.fasta
0	1	77	131	5	0.0	1.0		9419at7088.fasta
1	0	98	262	8				3066at7088.fasta
1	11	115	351	11	0.2774703557312253	0.7225296442687748	0.30908004648734316	2329at7088.fasta
0	0	165	198	338				1900at7088.fasta
9	24	261	817	157	1.1738505747126438	-0.17385057471264376	0.6820421361090725	338at7088.fasta
1	1	30	34	6	1.1333333333333333	-0.1333333333333333	1.0	15464at7088.fasta
0	1	22	29	4	0.0	1.0		16112at7088.fasta
1	13	215	329	12	0.11771019677996422	0.8822898032200358	0.01225867258358466	1223at7088.fasta
8	2	133	441	102	13.263157894736842	-12.263157894736842	0.000281460493887916	1362at7088.fasta
3	2	131	120	9	1.3740458015267176	-0.3740458015267176	1.0	7670at7088.fasta
3	1	568	288	328	1.5211267605633803	-0.5211267605633803	1.0	5114at7088.fasta
0	3	143	168	116	0.0	1.0		10960at7088.fasta
2	3	84	218	11	1.73015873015873	-0.73015873015873	0.6218116336847772	4789at7088.fasta
1	0	78	164	13				8620at7088.fasta
0	0	73	209	62				6143at7088.fasta
0	3	42	161	60	0.0	1.0		6109at7088.fasta
3	15	288	351	67	0.24375000000000002	0.75625	0.01662330948567454	1958at7088.fasta
1	1	248	315	694	1.2701612903225807	-0.27016129032258074	1.0	1738at7088.fasta
0	0	20	133	0				9867at7088.fasta
1	1	62	210	12	3.3870967741935485	-2.3870967741935485	0.407636159460977	6085at7088.fasta
0	1	521	397	597	0.0	1.0		5250at7088.fasta
7	3	108	110	14	2.3765432098765435	-1.3765432098765435	0.33291104551308903	7668at7088.fasta
0	0	140	97	2				9436at7088.fasta
0	0	89	30	20				13941at7088.fasta
0	1	45	97	5	0.0	1.0		11258at7088.fasta
0	1	161	183	59	0.0	1.0		9374at7088.fasta
0	0	125	189	96				13596at7088.fasta
0	0	66	92	8				11967at7088.fasta
0	0	123	142	9				8236at7088.fasta
0	0	114	179	94				6571at7088.fasta
2	7	137	169	81	0.35245046923879036	0.6475495307612096	0.30767880083999927	4989at7088.fasta
7	14	16	125	0	3.90625	-2.90625	0.014336145161115293	9198at7088.fasta
2	2	160	106	11	0.6625	0.3375	1.0	8217at7088.fasta
2	1	137	119	962	1.7372262773722629	-0.7372262773722629	1.0	5004at7088.fasta
9	12	316	307	20	0.7286392405063291	0.2713607594936709	0.5131076498399816	1392at7088.fasta
11	12	325	486	41	1.3707692307692307	-0.37076923076923074	0.5198498316732487	1108at7088.fasta
0	0	71	96	33				9503at7088.fasta
0	3	198	249	14	0.0	1.0		3114at7088.fasta
0	0	513	278	541				1372at7088.fasta
0	1	115	160	8	0.0	1.0		10480at7088.fasta
1	1	127	87	29	0.6850393700787402	0.31496062992125984	1.0	7058at7088.fasta
0	2	105	102	11	0.0	1.0		7933at7088.fasta
0	0	77	57	29				14138at7088.fasta
0	0	68	175	6				8384at7088.fasta
8	4	313	400	67	2.5559105431309903	-1.5559105431309903	0.14581338548304212	818at7088.fasta
1	4	87	134	54	0.38505747126436785	0.6149425287356322	0.6509049637983326	7561at7088.fasta
0	0	8	57	2				14139at7088.fasta
0	0	4	42	1				13943at7088.fasta
0	0	100	119	58				7723at7088.fasta
0	1	55	124	12	0.0	1.0		10707at7088.fasta
0	0	85	287	180				1592at7088.fasta
0	1	325	538	88	0.0	1.0		1152at7088.fasta
0	0	27	154	0				6616at7088.fasta
0	10	51	273	17	0.0	1.0		1931at7088.fasta
0	4	151	210	18	0.0	1.0		3025at7088.fasta
0	9	90	198	26	0.0	1.0		6655at7088.fasta
7	2	329	447	890	4.75531914893617	-3.75531914893617	0.04277756294285176	628at7088.fasta
0	11	119	266	31	0.0	1.0		2930at7088.fasta
2	3	165	328	47	1.3252525252525251	-0.3252525252525251	1.0	1451at7088.fasta
0	0	182	340	94				2261at7088.fasta
1	2	199	196	10	0.4924623115577889	0.5075376884422111	0.6221662468513853	3442at7088.fasta
0	5	180	488	23	0.0	1.0		897at7088.fasta
0	0	48	57	4				13020at7088.fasta
1	0	49	85	19				9904at7088.fasta
1	4	131	230	17	0.4389312977099236	0.5610687022900764	0.6576940397842068	3071at7088.fasta
5	3	108	102	29	1.5740740740740742	-0.5740740740740742	0.722955155126004	8477at7088.fasta
94	16	277	442	246	9.374548736462094	-8.374548736462094	5.791683816523039e-21	1735at7088.fasta
0	0	63	89	19				10374at7088.fasta
0	0	170	71	20				12731at7088.fasta
11	12	421	174	277	0.3788598574821852	0.6211401425178148	0.03391552279807174	4795at7088.fasta
0	0	39	67	32				11437at7088.fasta
3	6	122	637	948	2.610655737704918	-1.610655737704918	0.168134045937092	160at7088.fasta
0	5	148	249	7	0.0	1.0		6433at7088.fasta
2	5	691	782	74	0.45267727930535456	0.5473227206946454	0.4586362655185503	207at7088.fasta
1	1	191	170	18	0.8900523560209425	0.10994764397905754	1.0	5723at7088.fasta
0	0	56	94	350				5606at7088.fasta
0	0	55	167	143				15779at7088.fasta
0	2	82	168	30	0.0	1.0		6156at7088.fasta
5	4	32	143	20	5.5859375	-4.5859375	0.01732425823868417	7324at7088.fasta
14	11	42	131	44	3.9696969696969697	-2.9696969696969697	0.0018470118643090171	10292at7088.fasta
2	1	298	548	65	3.677852348993289	-2.677852348993289	0.28610476825963915	417at7088.fasta
0	0	12	123	0				10666at7088.fasta
1	0	66	162	24				9535at7088.fasta
1	2	162	365	14	1.126543209876543	-0.1265432098765431	1.0	1745at7088.fasta
0	0	27	57	17				11956at7088.fasta
0	0	66	56	17				11812at7088.fasta
0	0	25	131	4				9730at7088.fasta
0	0	22	115	0				10096at7088.fasta
1	1	156	60	18	0.3846153846153846	0.6153846153846154	0.4822644062064009	15003at7088.fasta
32	9	201	484	234	8.5616362631288	-7.5616362631288006	6.123605665972838e-10	1307at7088.fasta
2	3	49	53	13	0.7210884353741496	0.2789115646258504	1.0	13501at7088.fasta
1	0	79	40	13				14783at7088.fasta
0	2	33	284	24	0.0	1.0		2891at7088.fasta
0	1	82	118	97	0.0	1.0		6374at7088.fasta
6	13	199	375	197	0.8697332817935834	0.13026671820641655	1.0	1551at7088.fasta
3	3	254	159	125	0.6259842519685039	0.37401574803149606	0.6806175800877774	9127at7088.fasta
0	0	49	60	171				9409at7088.fasta
2	7	227	331	98	0.4166142227816237	0.5833857772183764	0.32447977707215947	2548at7088.fasta
2	2	72	89	94	1.2361111111111112	-0.23611111111111116	1.0	14094at7088.fasta
0	2	167	255	60	0.0	1.0		10692at7088.fasta
0	0	23	128	1				8394at7088.fasta
1	0	612	548	93				408at7088.fasta
0	0	141	101	75				7204at7088.fasta
12	5	68	44	97	1.5529411764705883	-0.5529411764705883	0.5934646883404379	14194at7088.fasta
0	1	14	56	1	0.0	1.0		14456at7088.fasta
1	4	161	544	510	0.84472049689441	0.15527950310559002	1.0	259at7088.fasta
0	1	245	384	42	0.0	1.0		1347at7088.fasta
0	0	39	80	73				10316at7088.fasta
0	0	6	87	11				12223at7088.fasta
0	7	78	197	1	0.0	1.0		5891at7088.fasta
0	0	139	78	6				11059at7088.fasta
11	18	602	540	307	0.5481727574750831	0.4518272425249169	0.13344903526887814	1731at7088.fasta
11	16	217	396	182	1.2546082949308754	-0.25460829493087545	0.6818295155915366	1608at7088.fasta
0	0	79	51	23				13347at7088.fasta
5	38	343	718	60	0.27543348166334203	0.724566518336658	0.0038337954223100308	938at7088.fasta
2	7	66	170	1	0.7359307359307359	0.2640692640692641	1.0	6645at7088.fasta
6	10	265	364	60	0.8241509433962264	0.1758490566037736	0.8016172455310827	4243at7088.fasta
0	0	28	61	1				14167at7088.fasta
2	13	151	564	9	0.5746306673458991	0.42536933265410093	0.7484264590746348	437at7088.fasta
0	0	139	274	25				4198at7088.fasta
1	3	96	169	39	0.5868055555555555	0.41319444444444453	1.0	7097at7088.fasta
0	0	308	324	112				1136at7088.fasta
9	2	207	326	258	7.086956521739131	-6.086956521739131	0.008761794077886326	3372at7088.fasta
0	0	232	398	142				1167at7088.fasta
0	0	66	63	0				11699at7088.fasta
0	0	217	166	62				6744at7088.fasta
0	1	40	135	132	0.0	1.0		8849at7088.fasta
1	5	135	181	24	0.2681481481481482	0.7318518518518518	0.4070924681407061	3825at7088.fasta
2	0	615	767	89				281at7088.fasta
0	0	120	217	41				5885at7088.fasta
8	11	106	166	31	1.1389365351629503	-0.13893653516295035	0.8111871195931946	5844at7088.fasta
0	0	86	158	12				7815at7088.fasta
0	0	115	89	38				9981at7088.fasta
0	0	63	46	5				14009at7088.fasta
0	1	16	24	0	0.0	1.0		15737at7088.fasta
7	22	1142	1989	446	0.5541713103009075	0.4458286896990925	0.2437373885414325	43at7088.fasta
2	2	110	115	19	1.0454545454545454	-0.045454545454545414	1.0	8553at7088.fasta
2	16	203	217	35	0.13362068965517243	0.8663793103448276	0.0015033709250961628	2746at7088.fasta
0	0	9	59	1				13829at7088.fasta
15	0	58	147	73				5355at7088.fasta
0	0	122	85	40				8521at7088.fasta
0	2	36	43	3	0.0	1.0		14944at7088.fasta
0	0	55	90	69				9316at7088.fasta
0	0	59	67	74				11302at7088.fasta
2	0	422	686	90				315at7088.fasta
0	3	44	43	2	0.0	1.0		14449at7088.fasta
1	0	92	246	210				2409at7088.fasta
0	0	16	112	2				10536at7088.fasta
1	1	73	413	379	5.657534246575342	-4.657534246575342	0.2805483556064228	1432at7088.fasta
1	0	80	109	1				8777at7088.fasta
1	1	233	167	81	0.7167381974248928	0.28326180257510725	1.0	7918at7088.fasta
4	3	281	284	129	1.347568208778173	-0.34756820877817307	0.7241571540238202	2313at7088.fasta
0	0	73	89	5				11575at7088.fasta
0	0	112	120	26				7857at7088.fasta
0	6	162	413	176	0.0	1.0		826at7088.fasta
0	3	21	62	5	0.0	1.0		14372at7088.fasta
0	4	74	140	6	0.0	1.0		5820at7088.fasta
0	0	92	69	7				12093at7088.fasta
1	1	38	67	9	1.7631578947368423	-0.7631578947368423	1.0	13305at7088.fasta
0	3	169	476	97	0.0	1.0		690at7088.fasta
0	0	29	90	3				11288at7088.fasta
0	0	87	264	47				2440at7088.fasta
3	3	165	119	76	0.7212121212121212	0.2787878787878788	0.6986486600486435	6598at7088.fasta
0	0	46	135	18				9224at7088.fasta
3	2	140	235	9	2.517857142857143	-1.5178571428571428	0.3691585646097471	4173at7088.fasta
0	0	259	212	36				2459at7088.fasta
1	1	125	246	70	1.9679999999999997	-0.9679999999999997	1.0	4688at7088.fasta
0	7	77	237	3	0.0	1.0		4110at7088.fasta
0	0	77	81	18				14327at7088.fasta
0	0	55	161	6				11571at7088.fasta
0	2	57	110	4	0.0	1.0		9511at7088.fasta
7	8	186	201	33	0.9455645161290323	0.05443548387096775	1.0	5313at7088.fasta
0	0	64	42	3				15552at7088.fasta
1	1	130	139	221	1.0692307692307692	-0.0692307692307692	1.0	7506at7088.fasta
4	11	156	183	6	0.4265734265734266	0.5734265734265733	0.18698813585234203	5256at7088.fasta
0	0	232	357	84				1437at7088.fasta
1	7	174	174	347	0.14285714285714285	0.8571428571428572	0.06755371624669503	4165at7088.fasta
0	0	58	98	33				10542at7088.fasta
4	3	159	397	224	3.3291404612159328	-2.3291404612159328	0.11148136509885172	1956at7088.fasta
0	2	80	98	77	0.0	1.0		10513at7088.fasta
0	0	22	59	4				14101at7088.fasta
0	0	50	127	11				9169at7088.fasta
0	5	60	181	87	0.0	1.0		6033at7088.fasta
6	11	158	202	57	0.6973532796317605	0.3026467203682395	0.6189573093024645	5203at7088.fasta
0	0	247	221	32				2137at7088.fasta
3	0	478	307	85				1598at7088.fasta
1	1	191	262	3	1.3717277486910995	-0.3717277486910995	1.0	2917at7088.fasta
0	0	59	112	5				10318at7088.fasta
2	1	116	211	291	3.6379310344827585	-2.6379310344827585	0.29154260373772567	3197at7088.fasta
6	3	137	153	22	2.233576642335766	-1.2335766423357661	0.31900718891325963	6900at7088.fasta
4	14	216	618	42	0.8174603174603174	0.18253968253968256	1.0	1595at7088.fasta
0	0	141	59	22				11365at7088.fasta
0	0	64	117	7				10174at7088.fasta
4	15	105	423	43	1.0742857142857143	-0.07428571428571429	1.0	1468at7088.fasta
0	0	141	136	48				8638at7088.fasta
0	0	57	242	391				1607at7088.fasta
0	4	75	99	20	0.0	1.0		11338at7088.fasta
0	3	173	410	73	0.0	1.0		2073at7088.fasta
0	7	42	156	7	0.0	1.0		8356at7088.fasta
0	1	12	130	0	0.0	1.0		11215at7088.fasta
0	0	84	182	0				4811at7088.fasta
0	6	30	229	53	0.0	1.0		6181at7088.fasta
0	1	177	179	96	0.0	1.0		13478at7088.fasta
0	3	10	58	0	0.0	1.0		15016at7088.fasta
0	0	216	267	90				4492at7088.fasta
1	2	71	191	31	1.3450704225352113	-0.34507042253521125	1.0	6101at7088.fasta
0	0	97	97	17				10024at7088.fasta
0	0	62	230	127				3424at7088.fasta
0	0	52	99	0				10335at7088.fasta
1	4	154	248	67	0.4025974025974026	0.5974025974025974	0.6535785200858605	4025at7088.fasta
0	0	92	139	11				7416at7088.fasta
1	4	117	257	8	0.5491452991452992	0.4508547008547008	1.0	4235at7088.fasta
0	0	56	69	13				12505at7088.fasta
8	9	192	410	130	1.898148148148148	-0.8981481481481479	0.19632129929613323	2371at7088.fasta
3	9	180	203	73	0.3759259259259259	0.6240740740740741	0.15296279592390175	8886at7088.fasta
1	1	124	146	29	1.1774193548387097	-0.17741935483870974	1.0	7501at7088.fasta
0	0	58	454	0				1259at7088.fasta
0	0	21	73	7				13213at7088.fasta
0	0	129	142	32				10068at7088.fasta
4	2	216	351	51	3.25	-2.25	0.21030518046388452	2864at7088.fasta
1	2	110	181	73	0.8227272727272728	0.17727272727272725	1.0	9125at7088.fasta
0	0	17	30	15				16115at7088.fasta
1	0	240	216	62				4969at7088.fasta
20	26	729	1140	87	1.2029123140234252	-0.20291231402342524	0.5440682386049351	51at7088.fasta
6	16	161	248	74	0.577639751552795	0.422360248447205	0.36912045371907726	5026at7088.fasta
0	0	41	87	5				12023at7088.fasta
0	5	132	271	15	0.0	1.0		3829at7088.fasta
0	0	38	45	3				14940at7088.fasta
1	1	159	252	3	1.5849056603773586	-0.5849056603773586	1.0	2051at7088.fasta
7	14	130	355	130	1.3653846153846154	-0.3653846153846154	0.6157388233236508	1350at7088.fasta
0	0	149	92	26				6207at7088.fasta
0	0	82	120	66				9099at7088.fasta
0	0	341	299	863				901at7088.fasta
38	22	23	51	0	3.8300395256916997	-2.8300395256916997	0.00024294245237891184	14313at7088.fasta
0	1	45	234	6	0.0	1.0		5671at7088.fasta
13	10	723	372	109	0.6688796680497925	0.3311203319502075	0.3766564303930654	1197at7088.fasta
0	1	68	61	3	0.0	1.0		12364at7088.fasta
2	17	183	241	213	0.15493410478945677	0.8450658952105432	0.0038927562386868093	2456at7088.fasta
