Pn	Ps	Dn	Ds	skipped_codons	NI	alpha	pvalue	file
0	0	19	63	1				12073at7088.fasta
0	5	16	75	0	0.0	1.0		10789at7088.fasta
4	10	61	326	50	2.137704918032787	-1.137704918032787	0.2572759924934061	1928at7088.fasta
1	4	17	42	0	0.6176470588235294	0.38235294117647056	1.0	15050at7088.fasta
1	2	92	201	16	1.092391304347826	-0.09239130434782594	1.0	5206at7088.fasta
1	8	68	284	13	0.5220588235294118	0.4779411764705882	1.0	3026at7088.fasta
0	3	143	89	6	0.0	1.0		11046at7088.fasta
0	0	89	79	7				13243at7088.fasta
3	5	69	92	153	0.7999999999999999	0.20000000000000007	1.0	6066at7088.fasta
0	5	61	175	38	0.0	1.0		5648at7088.fasta
0	0	42	57	2				13586at7088.fasta
7	7	334	585	109	1.751497005988024	-0.7514970059880239	0.40177063994646417	662at7088.fasta
2	1	307	202	37	1.3159609120521172	-0.3159609120521172	1.0	6401at7088.fasta
1	8	86	170	53	0.24709302325581398	0.752906976744186	0.2790395168231054	4090at7088.fasta
0	1	56	240	5	0.0	1.0		3160at7088.fasta
0	0	12	132	1				10186at7088.fasta
0	0	27	185	1				8190at7088.fasta
9	4	32	83	3	5.8359375	-4.8359375	0.004303935381674723	12900at7088.fasta
0	0	95	160	6				6798at7088.fasta
1	6	38	246	3	1.0789473684210524	-0.07894736842105243	1.0	4632at7088.fasta
4	0	150	387	15				1940at7088.fasta
0	0	7	64	78				11835at7088.fasta
0	0	22	70	3				14273at7088.fasta
5	7	74	77	31	0.7432432432432433	0.2567567567567567	0.7670568648324857	11990at7088.fasta
3	2	64	186	38	4.359375	-3.359375	0.11529162526951584	6857at7088.fasta
8	27	1494	1676	153	0.33239129356933905	0.667608706430661	0.0056283677353827916	105at7088.fasta
20	2	164	194	346	11.829268292682928	-10.829268292682928	2.739517458273668e-05	4242at7088.fasta
0	0	64	144	53				6330at7088.fasta
0	0	66	132	25				5599at7088.fasta
0	1	69	55	8	0.0	1.0		13859at7088.fasta
4	1	23	191	42	33.21739130434783	-32.21739130434783	0.0008605761918226013	6302at7088.fasta
0	5	44	198	77	0.0	1.0		4891at7088.fasta
0	1	16	162	1	0.0	1.0		3779at7088.fasta
0	0	52	183	51				4681at7088.fasta
5	13	211	304	26	0.5541378053226395	0.44586219467736055	0.3326839930961162	1637at7088.fasta
1	0	57	155	53				8898at7088.fasta
0	0	49	206	247				1882at7088.fasta
22	27	472	586	432	1.0116133082234777	-0.011613308223477725	1.0	1318at7088.fasta
1	0	85	137	22				6646at7088.fasta
0	1	29	95	3	0.0	1.0		11563at7088.fasta
1	9	70	161	25	0.25555555555555554	0.7444444444444445	0.28865634987644595	5975at7088.fasta
0	6	27	191	7	0.0	1.0		4810at7088.fasta
0	0	48	148	7				7627at7088.fasta
6	1	62	151	0	14.612903225806452	-13.612903225806452	0.003917517218790062	7048at7088.fasta
2	7	54	171	42	0.9047619047619048	0.09523809523809523	1.0	7894at7088.fasta
5	15	157	297	0	0.6305732484076433	0.3694267515923567	0.4743468213971833	1601at7088.fasta
0	0	38	74	0				11548at7088.fasta
1	5	33	47	5	0.28484848484848485	0.7151515151515151	0.39568210809728216	14740at7088.fasta
0	9	49	121	0	0.0	1.0		8984at7088.fasta
0	1	11	116	0	0.0	1.0		7357at7088.fasta
3	9	254	331	71	0.43438320209973746	0.5656167979002625	0.24892157522232894	7550at7088.fasta
0	2	9	160	2	0.0	1.0		6099at7088.fasta
0	0	122	527	380				994at7088.fasta
8	6	157	242	31	2.0552016985138004	-1.0552016985138004	0.2660573677330526	4837at7088.fasta
0	1	61	162	14	0.0	1.0		9472at7088.fasta
0	0	76	81	10				10255at7088.fasta
3	0	311	352	66				2435at7088.fasta
0	0	10	79	1				13004at7088.fasta
0	0	552	289	108				2935at7088.fasta
0	1	14	109	32	0.0	1.0		10916at7088.fasta
1	2	44	152	24	1.7272727272727273	-0.7272727272727273	0.5386067392801572	8081at7088.fasta
2	2	49	118	3	2.4081632653061225	-1.4081632653061225	0.583515000519049	6893at7088.fasta
33	32	1439	1696	308	1.2154273801250868	-0.21542738012508678	0.4528355541775288	18at7088.fasta
1	1	188	238	15	1.2659574468085106	-0.26595744680851063	1.0	2338at7088.fasta
0	0	25	44	15				13782at7088.fasta
2	4	509	861	144	0.8457760314341847	0.15422396856581533	1.0	342at7088.fasta
0	1	23	152	48	0.0	1.0		8582at7088.fasta
4	2	73	95	27	2.6027397260273974	-1.6027397260273974	0.4077455339332273	8767at7088.fasta
6	3	152	628	847	8.263157894736842	-7.2631578947368425	0.002910830780202123	123at7088.fasta
0	0	28	106	27				9631at7088.fasta
1	0	113	72	278				9759at7088.fasta
1	5	74	233	18	0.6297297297297298	0.37027027027027015	1.0	4298at7088.fasta
0	0	30	72	2				11256at7088.fasta
1	9	161	253	131	0.1746031746031746	0.8253968253968254	0.09692574426167605	2615at7088.fasta
0	0	47	70	31				12429at7088.fasta
0	0	74	218	13				3526at7088.fasta
1	1	89	100	14	1.1235955056179776	-0.12359550561797761	1.0	8013at7088.fasta
2	0	279	414	44				2126at7088.fasta
2	1	191	138	257	1.4450261780104712	-0.4450261780104712	1.0	6906at7088.fasta
0	3	38	243	419	0.0	1.0		2139at7088.fasta
8	4	10	92	1	18.400000000000002	-17.400000000000002	2.76136337388284e-05	10347at7088.fasta
0	0	34	122	0				10827at7088.fasta
0	0	24	97	35				12036at7088.fasta
3	0	105	139	105				14592at7088.fasta
1	9	140	834	164	0.6619047619047618	0.3380952380952382	1.0	248at7088.fasta
0	3	18	196	1	0.0	1.0		9047at7088.fasta
3	4	31	133	45	3.217741935483871	-2.217741935483871	0.1418598605170781	9918at7088.fasta
0	1	42	147	23	0.0	1.0		7952at7088.fasta
8	3	36	264	43	19.555555555555557	-18.555555555555557	1.0549716578960784e-05	3218at7088.fasta
0	2	31	108	1	0.0	1.0		8628at7088.fasta
0	0	99	130	11				9211at7088.fasta
1	9	105	214	20	0.22645502645502644	0.7735449735449735	0.176745224984676	3110at7088.fasta
1	6	13	106	3	1.3589743589743588	-0.3589743589743588	0.570918508842797	10171at7088.fasta
2	1	135	193	23	2.859259259259259	-1.8592592592592592	0.5717838631125255	8177at7088.fasta
3	5	71	148	42	1.2507042253521126	-0.25070422535211256	0.7176900433591098	6241at7088.fasta
2	8	54	116	5	0.5370370370370371	0.4629629629629629	0.7264614724830838	9131at7088.fasta
0	1	660	423	324	0.0	1.0		1212at7088.fasta
2	5	19	98	1	2.0631578947368423	-1.0631578947368423	0.3378938001816024	8842at7088.fasta
0	0	105	131	17				6477at7088.fasta
3	15	94	208	38	0.44255319148936173	0.5574468085106383	0.29109296220159225	4880at7088.fasta
1	0	18	124	0				10738at7088.fasta
0	1	40	117	0	0.0	1.0		9419at7088.fasta
1	0	60	233	23				3066at7088.fasta
1	11	61	325	4	0.4843517138599106	0.5156482861400894	0.7007298505589112	2329at7088.fasta
0	0	101	193	344				1900at7088.fasta
9	24	163	738	163	1.6978527607361962	-0.6978527607361962	0.17537468559505415	338at7088.fasta
1	1	14	34	3	2.428571428571429	-1.4285714285714288	0.5142857142857143	15464at7088.fasta
0	1	21	30	2	0.0	1.0		16112at7088.fasta
1	13	99	322	9	0.2501942501942502	0.7498057498057498	0.20568041887154873	1223at7088.fasta
8	2	75	460	90	24.53333333333333	-23.53333333333333	7.4271017839145785e-06	1362at7088.fasta
3	2	86	118	28	2.058139534883721	-1.058139534883721	0.6527183425345444	7670at7088.fasta
3	1	450	257	236	1.7133333333333334	-0.7133333333333334	1.0	5114at7088.fasta
0	2	101	179	88	0.0	1.0		10960at7088.fasta
2	3	70	168	7	1.5999999999999999	-0.5999999999999999	0.6344930039485974	4789at7088.fasta
1	0	31	164	13				8620at7088.fasta
0	0	40	199	59				6143at7088.fasta
0	3	41	130	46	0.0	1.0		6109at7088.fasta
3	15	123	393	40	0.6390243902439025	0.36097560975609755	0.5847337264208611	1958at7088.fasta
0	0	141	309	323				1738at7088.fasta
0	0	12	132	0				9867at7088.fasta
1	1	37	156	34	4.216216216216217	-3.2162162162162167	0.35257731958762883	6085at7088.fasta
0	1	449	454	96	0.0	1.0		5250at7088.fasta
9	3	121	86	4	2.1322314049586777	-1.1322314049586777	0.36801571104624586	7668at7088.fasta
0	0	93	105	7				9436at7088.fasta
0	0	75	40	5				13941at7088.fasta
0	1	33	103	2	0.0	1.0		11258at7088.fasta
0	1	69	200	36	0.0	1.0		9374at7088.fasta
0	0	114	178	57				13596at7088.fasta
0	0	46	78	3				11967at7088.fasta
0	0	92	133	11				8236at7088.fasta
0	0	81	156	48				6571at7088.fasta
2	7	103	178	40	0.49375866851595007	0.5062413314840499	0.4955257719297753	4989at7088.fasta
7	14	12	134	0	5.583333333333334	-4.583333333333334	0.0034792067366501912	9198at7088.fasta
2	2	95	98	16	1.0315789473684212	-0.03157894736842115	1.0	8217at7088.fasta
2	1	94	187	669	3.978723404255319	-2.978723404255319	0.2647688249639178	5004at7088.fasta
9	13	205	330	22	1.1144465290806753	-0.11444652908067532	0.8255529894117495	1392at7088.fasta
11	12	209	426	98	1.868421052631579	-0.868421052631579	0.17567336050282334	1108at7088.fasta
0	0	27	108	3				9503at7088.fasta
0	3	123	247	16	0.0	1.0		3114at7088.fasta
0	0	456	269	422				1372at7088.fasta
0	1	87	165	7	0.0	1.0		10480at7088.fasta
1	1	110	96	7	0.8727272727272728	0.1272727272727272	1.0	7058at7088.fasta
0	2	57	100	6	0.0	1.0		7933at7088.fasta
0	0	44	81	29				14138at7088.fasta
0	0	42	172	4				8384at7088.fasta
8	5	232	379	61	2.613793103448276	-1.613793103448276	0.09245146307232167	818at7088.fasta
1	4	55	127	52	0.5772727272727273	0.42272727272727273	1.0	7561at7088.fasta
0	0	3	48	2				14139at7088.fasta
0	0	4	39	1				13943at7088.fasta
0	0	71	137	30				7723at7088.fasta
0	1	45	104	13	0.0	1.0		10707at7088.fasta
0	0	55	270	180				1592at7088.fasta
0	1	243	458	50	0.0	1.0		1152at7088.fasta
0	0	19	134	0				6616at7088.fasta
0	10	30	266	41	0.0	1.0		1931at7088.fasta
0	4	95	179	5	0.0	1.0		3025at7088.fasta
0	9	54	189	4	0.0	1.0		6655at7088.fasta
1	2	144	563	746	1.9548611111111112	-0.9548611111111112	0.496617509556394	628at7088.fasta
0	11	47	255	17	0.0	1.0		2930at7088.fasta
2	3	96	343	71	2.381944444444444	-1.3819444444444442	0.3053423046783823	1451at7088.fasta
0	0	142	341	52				2261at7088.fasta
1	2	116	215	9	0.9267241379310344	0.07327586206896564	1.0	3442at7088.fasta
0	5	95	499	11	0.0	1.0		897at7088.fasta
0	0	41	49	0				13020at7088.fasta
1	0	25	91	27				9904at7088.fasta
1	4	37	216	20	1.4594594594594594	-0.45945945945945943	0.5522144419768568	3071at7088.fasta
4	3	75	92	46	1.6355555555555557	-0.6355555555555557	0.7030810733934545	8477at7088.fasta
100	16	135	419	107	19.39814814814815	-18.39814814814815	2.660845382799533e-36	1735at7088.fasta
0	0	39	82	20				10374at7088.fasta
0	0	109	80	49				12731at7088.fasta
12	12	293	246	114	0.8395904436860068	0.16040955631399323	0.6818067636217549	4795at7088.fasta
0	0	34	61	56				11437at7088.fasta
3	6	88	555	883	3.1534090909090913	-2.1534090909090913	0.11793891890794708	160at7088.fasta
0	5	104	212	4	0.0	1.0		6433at7088.fasta
2	5	372	825	78	0.8870967741935484	0.11290322580645162	1.0	207at7088.fasta
1	1	103	167	7	1.621359223300971	-0.621359223300971	1.0	5723at7088.fasta
0	0	23	86	331				5606at7088.fasta
1	0	69	190	43				15779at7088.fasta
0	2	49	160	1	0.0	1.0		6156at7088.fasta
5	4	26	125	20	6.009615384615385	-5.009615384615385	0.014280911864811206	7324at7088.fasta
10	11	21	136	49	5.887445887445887	-4.887445887445887	0.0005916673066041261	10292at7088.fasta
3	2	159	479	69	4.518867924528302	-3.518867924528302	0.10475058625172304	417at7088.fasta
0	0	9	110	0				10666at7088.fasta
1	0	41	142	12				9535at7088.fasta
0	0	96	321	65				1745at7088.fasta
0	0	23	72	15				11956at7088.fasta
0	0	54	56	11				11812at7088.fasta
0	0	17	105	1				9730at7088.fasta
0	0	12	74	0				10096at7088.fasta
1	1	93	56	27	0.6021505376344086	0.3978494623655914	1.0	15003at7088.fasta
32	9	124	472	178	13.534050179211468	-12.534050179211468	9.55110539142631e-14	1307at7088.fasta
2	3	19	52	5	1.8245614035087718	-0.8245614035087718	0.6123292542722969	13501at7088.fasta
1	0	73	37	21				14783at7088.fasta
0	2	31	245	12	0.0	1.0		2891at7088.fasta
0	1	81	117	68	0.0	1.0		6374at7088.fasta
7	13	154	317	197	1.1083916083916083	-0.10839160839160833	0.8116901378848198	1551at7088.fasta
0	0	122	151	169				9127at7088.fasta
0	0	30	52	8				9409at7088.fasta
3	7	187	372	64	0.8525592055003819	0.1474407944996181	1.0	2548at7088.fasta
2	2	62	71	57	1.1451612903225807	-0.14516129032258074	1.0	14094at7088.fasta
1	2	110	232	47	1.0545454545454545	-0.05454545454545445	1.0	10692at7088.fasta
0	0	14	103	2				8394at7088.fasta
1	0	326	586	48				408at7088.fasta
0	0	149	101	33				7204at7088.fasta
13	5	70	46	58	1.7085714285714286	-0.7085714285714286	0.4373326819091558	14194at7088.fasta
0	1	10	52	0	0.0	1.0		14456at7088.fasta
1	4	125	543	488	1.086	-0.08600000000000008	1.0	259at7088.fasta
0	1	171	340	35	0.0	1.0		1347at7088.fasta
0	0	26	82	33				10316at7088.fasta
0	0	2	85	9				12223at7088.fasta
0	7	28	217	1	0.0	1.0		5891at7088.fasta
0	0	89	101	9				11059at7088.fasta
13	20	473	626	287	0.8602536997885836	0.13974630021141643	0.724298313337985	1731at7088.fasta
11	16	181	404	57	1.5345303867403315	-0.5345303867403315	0.2934033110550267	1608at7088.fasta
0	0	66	54	5				13347at7088.fasta
6	38	208	671	42	0.5093623481781376	0.49063765182186236	0.1445637811976961	938at7088.fasta
2	7	54	164	2	0.8677248677248677	0.13227513227513232	1.0	6645at7088.fasta
6	11	145	382	14	1.4369905956112852	-0.43699059561128517	0.581888458940001	4243at7088.fasta
0	0	13	49	3				14167at7088.fasta
2	13	63	552	10	1.347985347985348	-0.3479853479853481	0.6611506353900678	437at7088.fasta
0	0	114	252	4				4198at7088.fasta
1	3	59	190	31	1.0734463276836157	-0.0734463276836157	1.0	7097at7088.fasta
0	0	260	309	112				1136at7088.fasta
5	2	145	331	166	5.706896551724138	-4.706896551724138	0.03241688169726996	3372at7088.fasta
0	0	100	483	96				1167at7088.fasta
0	0	27	80	1				11699at7088.fasta
0	0	143	194	42				6744at7088.fasta
0	1	17	134	1	0.0	1.0		8849at7088.fasta
1	5	86	159	15	0.3697674418604651	0.6302325581395349	0.667658567484187	3825at7088.fasta
3	0	395	750	43				281at7088.fasta
0	0	100	191	12				5885at7088.fasta
8	11	64	175	48	1.9886363636363638	-0.9886363636363638	0.18372990776396744	5844at7088.fasta
0	0	49	134	12				7815at7088.fasta
0	0	72	71	36				9981at7088.fasta
0	0	30	60	5				14009at7088.fasta
0	1	7	21	0	0.0	1.0		15737at7088.fasta
6	23	633	1914	175	0.7887904389037709	0.21120956109622913	0.8287362399869129	43at7088.fasta
2	2	63	125	29	1.9841269841269842	-0.9841269841269842	0.6050813661553535	8553at7088.fasta
2	16	142	237	38	0.20862676056338028	0.7913732394366197	0.023631559623567167	2746at7088.fasta
0	0	3	47	2				13829at7088.fasta
4	0	38	135	71				5355at7088.fasta
0	0	73	108	14				8521at7088.fasta
0	2	35	40	2	0.0	1.0		14944at7088.fasta
0	0	30	79	80				9316at7088.fasta
0	0	65	48	19				11302at7088.fasta
2	0	300	665	30				315at7088.fasta
0	3	32	41	2	0.0	1.0		14449at7088.fasta
1	0	53	229	186				2409at7088.fasta
0	0	9	99	0				10536at7088.fasta
1	2	66	356	11	2.696969696969697	-1.6969696969696968	0.4030938043623712	1432at7088.fasta
1	0	49	118	0				8777at7088.fasta
1	1	241	155	16	0.6431535269709543	0.3568464730290457	1.0	7918at7088.fasta
4	4	195	328	54	1.682051282051282	-0.6820512820512821	0.4807047062023131	2313at7088.fasta
0	0	45	75	11				11575at7088.fasta
0	0	85	101	18				7857at7088.fasta
0	6	79	431	152	0.0	1.0		826at7088.fasta
0	3	11	55	9	0.0	1.0		14372at7088.fasta
0	4	37	165	5	0.0	1.0		5820at7088.fasta
0	0	28	82	56				12093at7088.fasta
1	1	46	51	6	1.108695652173913	-0.10869565217391308	1.0	13305at7088.fasta
0	2	125	418	52	0.0	1.0		690at7088.fasta
0	0	21	77	0				11288at7088.fasta
0	0	61	232	46				2440at7088.fasta
5	3	144	131	11	1.5162037037037037	-0.5162037037037037	0.725791991170287	6598at7088.fasta
0	0	20	138	10				9224at7088.fasta
3	2	85	249	7	4.394117647058823	-3.394117647058823	0.11229819611519792	4173at7088.fasta
0	0	203	214	31				2459at7088.fasta
1	1	128	244	11	1.90625	-0.90625	1.0	4688at7088.fasta
0	7	96	202	2	0.0	1.0		4110at7088.fasta
0	0	34	102	27				14327at7088.fasta
0	0	30	122	11				11571at7088.fasta
0	2	36	110	1	0.0	1.0		9511at7088.fasta
7	8	112	182	42	1.421875	-0.421875	0.5893211239747639	5313at7088.fasta
0	0	48	40	17				15552at7088.fasta
6	1	101	154	20	9.148514851485148	-8.148514851485148	0.019743614445071837	7506at7088.fasta
4	11	119	188	5	0.5744843391902216	0.42551566080977843	0.42336318253396166	5256at7088.fasta
0	0	110	373	60				1437at7088.fasta
1	7	65	193	12	0.42417582417582417	0.5758241758241758	0.6837588372784339	4165at7088.fasta
0	0	64	93	5				10542at7088.fasta
4	3	85	343	168	5.380392156862745	-4.380392156862745	0.03481597732237239	1956at7088.fasta
1	2	34	130	40	1.9117647058823528	-0.9117647058823528	0.5085491667267873	10513at7088.fasta
0	0	17	44	9				14101at7088.fasta
0	0	46	124	4				9169at7088.fasta
0	5	54	146	48	0.0	1.0		6033at7088.fasta
6	11	98	206	15	1.1465677179962892	-0.1465677179962892	0.7939259426019234	5203at7088.fasta
0	0	200	208	12				2137at7088.fasta
3	0	345	290	19				1598at7088.fasta
1	1	112	202	81	1.8035714285714284	-0.8035714285714284	1.0	2917at7088.fasta
0	0	39	101	1				10318at7088.fasta
3	1	54	185	244	10.277777777777777	-9.277777777777777	0.04118874312511933	3197at7088.fasta
6	3	99	161	21	3.252525252525252	-2.252525252525252	0.16050997732133906	6900at7088.fasta
4	14	137	542	8	1.1303441084462982	-0.13034410844629818	0.7701807065050617	1595at7088.fasta
0	0	99	68	11				11365at7088.fasta
0	0	47	109	18				10174at7088.fasta
6	15	47	437	36	3.719148936170213	-2.719148936170213	0.015803727478093416	1468at7088.fasta
0	0	69	115	66				8638at7088.fasta
0	0	19	243	99				1607at7088.fasta
0	3	35	97	29	0.0	1.0		11338at7088.fasta
0	3	108	376	70	0.0	1.0		2073at7088.fasta
0	6	20	108	68	0.0	1.0		8356at7088.fasta
0	1	2	95	0	0.0	1.0		11215at7088.fasta
0	0	51	176	0				4811at7088.fasta
0	5	36	202	8	0.0	1.0		6181at7088.fasta
0	1	79	203	74	0.0	1.0		13478at7088.fasta
0	3	4	61	0	0.0	1.0		15016at7088.fasta
0	0	140	286	19				4492at7088.fasta
1	2	30	184	21	3.0666666666666664	-2.0666666666666664	0.3717238833517903	6101at7088.fasta
0	0	60	108	9				10024at7088.fasta
0	0	25	221	142				3424at7088.fasta
0	0	31	88	2				10335at7088.fasta
1	4	87	267	15	0.7672413793103448	0.23275862068965525	1.0	4025at7088.fasta
0	0	38	147	7				7416at7088.fasta
1	4	110	206	9	0.4681818181818182	0.5318181818181817	0.6625476135758611	4235at7088.fasta
0	0	43	70	2				12505at7088.fasta
7	9	139	417	174	2.3333333333333335	-1.3333333333333335	0.14013440554275935	2371at7088.fasta
3	9	112	218	23	0.6488095238095237	0.3511904761904763	0.7573415507145478	8886at7088.fasta
1	1	103	130	5	1.2621359223300972	-0.2621359223300972	1.0	7501at7088.fasta
0	0	23	367	1				1259at7088.fasta
0	0	21	56	6				13213at7088.fasta
0	0	46	164	3				10068at7088.fasta
4	2	98	368	47	7.5102040816326525	-6.5102040816326525	0.02166430969929898	2864at7088.fasta
1	2	76	220	38	1.4473684210526316	-0.44736842105263164	1.0	9125at7088.fasta
0	0	13	27	16				16115at7088.fasta
1	0	177	266	26				4969at7088.fasta
21	25	566	1008	156	1.4959717314487633	-0.4959717314487633	0.21272623715144423	51at7088.fasta
6	17	143	219	43	0.5405183052241876	0.45948169477581235	0.2702920482418949	5026at7088.fasta
0	0	22	87	2				12023at7088.fasta
0	6	68	296	3	0.0	1.0		3829at7088.fasta
0	0	18	35	17				14940at7088.fasta
1	1	86	231	2	2.686046511627907	-1.6860465116279069	0.4716981132075471	2051at7088.fasta
7	14	101	266	130	1.316831683168317	-0.3168316831683169	0.6176411949585137	1350at7088.fasta
0	0	62	123	57				6207at7088.fasta
0	0	50	182	21				9099at7088.fasta
0	0	217	240	779				901at7088.fasta
38	22	20	51	0	4.404545454545454	-3.4045454545454543	8.818028440882013e-05	14313at7088.fasta
0	1	37	164	7	0.0	1.0		5671at7088.fasta
14	10	557	422	34	1.0606822262118492	-0.060682226211849155	1.0	1197at7088.fasta
0	1	59	56	2	0.0	1.0		12364at7088.fasta
3	19	118	253	136	0.33853702051739515	0.6614629794826048	0.09522078622053137	2456at7088.fasta
25	29	768	504	74	0.5657327586206896	0.4342672413793104	0.04676189105916184	2072at7088.fasta
2	5	77	139	342	0.7220779220779221	0.2779220779220779	1.0	3726at7088.fasta
36	18	155	204	9	2.632258064516129	-1.632258064516129	0.0018957463545798531	4481at7088.fasta
0	0	10	55	70				12562at7088.fasta
0	0	70	249	124				6300at7088.fasta
5	7	206	406	58	1.407766990291262	-0.40776699029126195	0.5511858420303305	1236at7088.fasta
3	5	74	170	6	1.3783783783783783	-0.3783783783783783	0.7031030172933777	8240at7088.fasta
1	8	170	136	15	0.1	0.9	0.013047144670630227	5979at7088.fasta
0	0	53	46	101				13119at7088.fasta
3	0	608	646	236				133at7088.fasta
1	3	40	116	15	0.9666666666666666	0.03333333333333344	1.0	9053at7088.fasta
3	4	127	174	9	1.0275590551181102	-0.027559055118110187	1.0	4131at7088.fasta
1	0	49	76	12				11089at7088.fasta
0	1	393	561	121	0.0	1.0		1742at7088.fasta
4	6	78	137	39	1.170940170940171	-0.170940170940171	1.0	7406at7088.fasta
5	5	117	195	37	1.6666666666666667	-0.6666666666666667	0.512416110589089	4893at7088.fasta
0	6	58	132	6	0.0	1.0		11977at7088.fasta
4	12	161	390	207	0.8074534161490683	0.1925465838509317	1.0	1783at7088.fasta
2	2	9	87	94	9.666666666666666	-8.666666666666666	0.05875587348341398	9985at7088.fasta
2	10	79	146	3	0.36962025316455693	0.6303797468354431	0.22878940326773017	6862at7088.fasta
0	0	85	168	2				5406at7088.fasta
0	0	68	121	55				7471at7088.fasta
3	0	67	108	34				12148at7088.fasta
0	1	62	281	65	0.0	1.0		5342at7088.fasta
1	4	31	171	7	1.3790322580645162	-0.37903225806451624	0.5720033939097366	6381at7088.fasta
0	0	41	165	3				5009at7088.fasta
5	26	125	488	8	0.7507692307692309	0.24923076923076914	0.6539380222833373	875at7088.fasta
0	5	79	199	27	0.0	1.0		3780at7088.fasta
1	0	218	184	4				5623at7088.fasta
0	0	47	54	3				14278at7088.fasta
10	23	85	480	33	2.4552429667519178	-1.4552429667519178	0.0272920193834505	1218at7088.fasta
0	4	35	221	4	0.0	1.0		4041at7088.fasta
1	0	72	464	1				927at7088.fasta
0	4	28	69	0	0.0	1.0		12363at7088.fasta
0	0	36	79	0				12120at7088.fasta
2	1	338	328	74	1.9408284023668638	-0.9408284023668638	1.0	1564at7088.fasta
0	0	15	101	0				10966at7088.fasta
0	0	54	69	49				10635at7088.fasta
2	0	62	197	7				4420at7088.fasta
0	0	66	147	2				5130at7088.fasta
0	12	72	281	7	0.0	1.0		3241at7088.fasta
0	0	10	54	0				14598at7088.fasta
1	0	205	254	106				2325at7088.fasta
0	2	43	160	11	0.0	1.0		6437at7088.fasta
1	0	100	95	24				10952at7088.fasta
8	10	59	567	3	7.6881355932203395	-6.6881355932203395	0.00017167924276522377	383at7088.fasta
0	0	288	264	4				3079at7088.fasta
0	0	70	173	11				6657at7088.fasta
14	1	45	96	89	29.866666666666667	-28.866666666666667	4.418244077350391e-06	10285at7088.fasta
5	2	245	381	27	3.887755102040816	-2.887755102040816	0.11928228879958355	2978at7088.fasta
6	2	68	155	14	6.838235294117647	-5.838235294117647	0.01442559594302146	7024at7088.fasta
1	1	117	183	1	1.564102564102564	-0.5641025641025641	1.0	4932at7088.fasta
2	4	47	101	31	1.074468085106383	-0.07446808510638303	1.0	9784at7088.fasta
0	0	57	76	8				11581at7088.fasta
6	8	276	505	50	1.372282608695652	-0.3722826086956521	0.580508612928145	1168at7088.fasta
2	3	155	612	99	2.632258064516129	-1.632258064516129	0.26938120780845487	461at7088.fasta
3	24	595	669	168	0.14054621848739496	0.8594537815126051	0.00012484916298479996	258at7088.fasta
5	14	76	295	85	1.3862781954887218	-0.3862781954887218	0.562765767946892	2483at7088.fasta
0	0	29	75	17				10796at7088.fasta
0	0	10	103	42				8098at7088.fasta
0	3	5	46	4	0.0	1.0		15508at7088.fasta
3	3	33	148	19	4.484848484848485	-3.4848484848484853	0.08658277780895214	8974at7088.fasta
0	0	34	169	0				4322at7088.fasta
0	1	162	242	18	0.0	1.0		5091at7088.fasta
0	4	92	211	20	0.0	1.0		11269at7088.fasta
0	5	26	135	32	0.0	1.0		7738at7088.fasta
0	0	58	106	2				9272at7088.fasta
25	18	93	78	100	1.1648745519713262	-0.16487455197132617	0.7327482273036791	10025at7088.fasta
0	0	31	67	7				13053at7088.fasta
2	0	229	229	147				1990at7088.fasta
1	10	32	288	11	0.9000000000000001	0.09999999999999987	1.0	2030at7088.fasta
0	0	206	85	36				13250at7088.fasta
0	0	113	282	34				2552at7088.fasta
1	1	22	187	2	8.5	-7.5	0.20658993455201985	4263at7088.fasta
0	1	118	208	22	0.0	1.0		4130at7088.fasta
0	7	45	202	2	0.0	1.0		4457at7088.fasta
0	1	24	253	0	0.0	1.0		2913at7088.fasta
1	5	133	264	225	0.39699248120300756	0.6030075187969924	0.6683070510563497	5759at7088.fasta
1	3	56	175	11	1.0416666666666665	-0.04166666666666652	1.0	7478at7088.fasta
8	16	362	531	39	0.7334254143646409	0.2665745856353591	0.5334486133727173	1490at7088.fasta
3	0	45	112	8				9417at7088.fasta
7	2	571	461	49	2.8257443082311733	-1.8257443082311733	0.31272355989944645	883at7088.fasta
3	3	205	170	19	0.8292682926829269	0.1707317073170731	1.0	2948at7088.fasta
0	0	82	390	179				1496at7088.fasta
0	5	34	184	6	0.0	1.0		6757at7088.fasta
0	0	68	193	27				5172at7088.fasta
3	8	66	212	79	1.2045454545454546	-0.20454545454545459	0.7275294263850779	3975at7088.fasta
1	1	174	148	20	0.8505747126436781	0.14942528735632188	1.0	7708at7088.fasta
0	1	23	85	0	0.0	1.0		10181at7088.fasta
7	6	170	213	45	1.461764705882353	-0.4617647058823531	0.5764248180890129	8476at7088.fasta
0	1	744	401	139	0.0	1.0		1558at7088.fasta
0	0	2	80	10				12510at7088.fasta
0	1	15	193	9	0.0	1.0		6352at7088.fasta
1	4	86	290	3	0.8430232558139535	0.15697674418604646	1.0	2798at7088.fasta
1	6	50	278	6	0.9266666666666666	0.07333333333333336	1.0	2332at7088.fasta
24	8	88	308	301	10.5	-9.5	2.283019378703511e-09	1356at7088.fasta
0	4	22	151	16	0.0	1.0		9451at7088.fasta
5	17	130	459	83	1.0384615384615385	-0.03846153846153855	1.0	983at7088.fasta
0	2	99	242	185	0.0	1.0		5191at7088.fasta
